"editid","editor","oldrevisionid","newrevisionid","diffurl","class","annotators","totalannotators","edittime","editcomment","articleid","articletitle"
583014,"Jan Renzlow",66954411,67133052,"http://de.wikipedia.org/w/index.php?diff=67133052&oldid=66954411","regular",4,4,"2009-11-22T17:51:15Z","/* Beispiele */ Lockerz",4863490,"Spam Sozialer Netzwerke"
583015,"78.34.186.89",64644613,67342154,"http://de.wikipedia.org/w/index.php?diff=67342154&oldid=64644613","regular",3,4,"2009-11-27T18:54:45Z",,50814,"Alter Markt (Köln)"
583017,"Oliver S.Y.",67163294,67172054,"http://de.wikipedia.org/w/index.php?diff=67172054&oldid=67163294","regular",4,4,"2009-11-23T16:20:23Z",,4751640,"Nuss (Fleisch)"
583018,"81.62.212.39",54477408,67434124,"http://de.wikipedia.org/w/index.php?diff=67434124&oldid=54477408","regular",3,4,"2009-11-30T07:35:28Z",,2148611,"Lloyd Eisler"
583019,"Amygdala77",67206633,67207179,"http://de.wikipedia.org/w/index.php?diff=67207179&oldid=67206633","regular",4,4,"2009-11-24T12:55:02Z","BKL aufgelöst",4904990,"Pfenninghof"
583050,"84.169.183.53",67535717,67535736,"http://de.wikipedia.org/w/index.php?diff=67535736&oldid=67535717","regular",4,4,"2009-12-02T19:12:18Z",,3069503,"Collateralized Loan Obligation"
583051,"Bourbon-lArches",67067034,67067139,"http://de.wikipedia.org/w/index.php?diff=67067139&oldid=67067034","regular",4,4,"2009-11-21T00:16:29Z",,301358,"Beaune"
583053,"Politikaner",67094095,67094251,"http://de.wikipedia.org/w/index.php?diff=67094251&oldid=67094095","regular",4,4,"2009-11-21T19:10:56Z","/* Organisationen */",18554,"Globus"
583054,"Hammon",67177279,67185413,"http://de.wikipedia.org/w/index.php?diff=67185413&oldid=67177279","regular",4,4,"2009-11-23T21:03:58Z","Weitere Überarbeitung und Bebilderung - Quellen Wikilinks",2270269,"Sport in Hamburg"
583056,"Niemot",67685627,67686071,"http://de.wikipedia.org/w/index.php?diff=67686071&oldid=67685627","regular",4,4,"2009-12-06T19:02:39Z",,4937218,"Baby Boy"
583057,"Aka",67311122,67421746,"http://de.wikipedia.org/w/index.php?diff=67421746&oldid=67311122","regular",4,4,"2009-11-29T19:59:44Z","Tippfehler entfernt",4895706,"John Rzeznik"
583058,"Meier99",66427518,67500158,"http://de.wikipedia.org/w/index.php?diff=67500158&oldid=66427518","regular",4,4,"2009-12-01T20:07:33Z","/* Verwandte Themen */ Bessere Formulierung",2258043,"Grover-Algorithmus"
583059,"Roll-Stone",67636273,67636792,"http://de.wikipedia.org/w/index.php?diff=67636792&oldid=67636273","regular",4,4,"2009-12-05T13:35:46Z","Tippfehler",4933833,"Landi Kotal"
583080,"MAY",65437065,67033071,"http://de.wikipedia.org/w/index.php?diff=67033071&oldid=65437065","regular",4,4,"2009-11-20T03:06:17Z",,1389855,"Anton Mayer-Pfannholz"
583083,"91.115.230.201",67420199,67420332,"http://de.wikipedia.org/w/index.php?diff=67420332&oldid=67420199","regular",4,4,"2009-11-29T19:25:08Z","/* Weblinks */",92527,"Field Programmable Gate Array"
583084,"A.Savin",66934953,67430178,"http://de.wikipedia.org/w/index.php?diff=67430178&oldid=66934953","regular",4,4,"2009-11-30T00:43:42Z","Geb.Ort",2340161,"Alexander Dawletowitsch Almetow"
583085,"Filzstift",67431393,67433341,"http://de.wikipedia.org/w/index.php?diff=67433341&oldid=67431393","regular",4,4,"2009-11-30T06:36:53Z","/* Reaktion des Bundesrates und Parlaments auf die eidgenössische Volksinitiative */",2533559,"Schweizer Minarettstreit"
583086,"Gaudio",63631243,67451882,"http://de.wikipedia.org/w/index.php?diff=67451882&oldid=63631243","regular",4,4,"2009-11-30T16:10:52Z","/* Weblinks */",4553991,"Dries Mertens"
583087,"Tmv23",65385777,67395872,"http://de.wikipedia.org/w/index.php?diff=67395872&oldid=65385777","regular",4,4,"2009-11-29T09:40:58Z",,3878893,"WPA 10-Ball-Weltmeisterschaft"
583088,"Regi51",67498886,67498931,"http://de.wikipedia.org/w/index.php?diff=67498931&oldid=67498886","regular",4,4,"2009-12-01T19:36:32Z","Änderungen von [[Special:Beiträge/88.117.93.106|88.117.93.106]] rückgängig gemacht und letzte Version von NikoK wiederhergestellt: keine Verbesserung des Artikels",353956,"Nashornkäfer"
583089,"92.229.134.16",67548365,67585550,"http://de.wikipedia.org/w/index.php?diff=67585550&oldid=67548365","regular",4,4,"2009-12-03T23:20:29Z","/* Verbreitungsgebiet */",1371449,"Achumawi"
583110,"Cvf-ps",67261439,67264166,"http://de.wikipedia.org/w/index.php?diff=67264166&oldid=67261439","regular",4,4,"2009-11-25T19:04:18Z","/* Nebenwirkungen und Gegenanzeigen */ typos, Format",4830890,"Acetylsalicylsäure"
583111,"JosefLehmkuhl",66176617,67158341,"http://de.wikipedia.org/w/index.php?diff=67158341&oldid=66176617","regular",4,4,"2009-11-23T10:48:24Z","Mercatorhalle Duisburg",111354,"Konzerthaus"
583112,"XXRianXx",67564742,67564774,"http://de.wikipedia.org/w/index.php?diff=67564774&oldid=67564742","regular",4,4,"2009-12-03T14:28:25Z",,3653672,"Die Zauberer vom Waverly Place"
583114,"Tarazahn",67113122,67113159,"http://de.wikipedia.org/w/index.php?diff=67113159&oldid=67113122","regular",4,4,"2009-11-22T10:48:57Z",,4899090,"VfW GmbH"
583115,"89.12.181.30",63837846,67696711,"http://de.wikipedia.org/w/index.php?diff=67696711&oldid=63837846","regular",4,4,"2009-12-07T00:11:23Z","/* Weblinks */ Vorheriger Link war nicht mehr aufrufbar (HTTP Error 404)",2367466,"Vall de Boí"
583117,"Roll-Stone",67351368,67351693,"http://de.wikipedia.org/w/index.php?diff=67351693&oldid=67351368","regular",4,4,"2009-11-28T00:15:09Z","ergänzt",3972218,"Stein der schwangeren Frau"
583118,"Centipede",67651551,67653212,"http://de.wikipedia.org/w/index.php?diff=67653212&oldid=67651551","regular",4,4,"2009-12-05T21:38:39Z","/* Weblinks */ +1",2875944,"Třeboňská pánev"
583119,"C-C-Baxter",67664725,67665321,"http://de.wikipedia.org/w/index.php?diff=67665321&oldid=67664725","regular",4,4,"2009-12-06T10:25:46Z","Fortsetzung folgt",944423,"Standard-Bus"
583150,"Bigbug21",67512499,67515311,"http://de.wikipedia.org/w/index.php?diff=67515311&oldid=67512499","regular",4,4,"2009-12-02T09:02:22Z","Kleinkram",1904099,"Grammer AG"
583151,"Wilske",66825742,67555006,"http://de.wikipedia.org/w/index.php?diff=67555006&oldid=66825742","regular",4,4,"2009-12-03T10:33:07Z","linkfinx",2318511,"Sara Ramírez"
583152,"Peppeg",62608704,67065180,"http://de.wikipedia.org/w/index.php?diff=67065180&oldid=62608704","regular",4,4,"2009-11-20T22:46:15Z","/* Wappen der Städte, Märkte und Gemeinden */",1730296,"Liste der Wappen im Landkreis Bayreuth"
583154,"Polentario",67657788,67657823,"http://de.wikipedia.org/w/index.php?diff=67657823&oldid=67657788","regular",4,4,"2009-12-06T00:05:30Z","/* Einzelnachweise */",4934065,"Hackerzwischenfall am Klimaforschungszentrum der University of East Anglia"
583155,"Ratzer",67426671,67590747,"http://de.wikipedia.org/w/index.php?diff=67590747&oldid=67426671","regular",4,4,"2009-12-04T07:59:44Z","The Bluff (43 m) lt. en-WP",1062218,"Grand Cayman"
583156,"Phj.meurer",64692386,67409536,"http://de.wikipedia.org/w/index.php?diff=67409536&oldid=64692386","regular",4,4,"2009-11-29T15:10:06Z","/* Leben und Beruf */ Link zur Seite Struktur- und Genehmigungsdirektion Nord eingefügt",985056,"Elke Hoff"
583158,"91.51.88.135",66647064,67585379,"http://de.wikipedia.org/w/index.php?diff=67585379&oldid=66647064","regular",3,4,"2009-12-03T23:12:42Z",,98463,"Stier (Sternbild)"
583159,"Ssuag",64655421,67609861,"http://de.wikipedia.org/w/index.php?diff=67609861&oldid=64655421","regular",4,4,"2009-12-04T17:28:23Z","/* Wappen */",133967,"Spirkelbach"
583190,"W!B:",67270348,67271091,"http://de.wikipedia.org/w/index.php?diff=67271091&oldid=67270348","regular",4,4,"2009-11-25T22:01:53Z","ein link zuviel",2199910,"Marcha orientalis"
583191,"Schmelzle",67111719,67111787,"http://de.wikipedia.org/w/index.php?diff=67111787&oldid=67111719","regular",4,4,"2009-11-22T10:07:19Z","/* Von 1850 bis 1899 */ +[[Heinrich Haag]] (* 20. Mai 1879; † 4. Februar 1947 in Eberstadt), Landwirt und Politiker (DNVP; BuWB)",71287,"Liste der Heilbronner Persönlichkeiten"
583193,"Roo1812",67285945,67285951,"http://de.wikipedia.org/w/index.php?diff=67285951&oldid=67285945","regular",4,4,"2009-11-26T11:52:32Z","Änderungen von [[Special:Contributions/84.141.45.134|84.141.45.134]] ([[User talk:84.141.45.134|Diskussion]]) rückgängig gemacht und letzte Version von [[User:Inkowik32|Inkowik32]] wiederhergestellt",20049,"Poseidon"
583195,"DerAndre",65928620,67678437,"http://de.wikipedia.org/w/index.php?diff=67678437&oldid=65928620","regular",4,4,"2009-12-06T15:58:23Z","/* Sonstiges */",421442,"Mountain Dew"
583196,"Turnbeutel",67569589,67670832,"http://de.wikipedia.org/w/index.php?diff=67670832&oldid=67569589","regular",4,4,"2009-12-06T13:03:12Z",,4761730,"Andreas Schnieders"
583197,"Roll-Stone",67576922,67589820,"http://de.wikipedia.org/w/index.php?diff=67589820&oldid=67576922","regular",4,4,"2009-12-04T07:12:09Z","/* Schweiz */ lf",3805668,"Liste von Sandsteinsorten"
583198,"Kalumet",67562715,67562832,"http://de.wikipedia.org/w/index.php?diff=67562832&oldid=67562715","regular",4,4,"2009-12-03T13:38:19Z","Änderungen von [[Special:Contributions/87.180.175.215|87.180.175.215]] ([[User talk:87.180.175.215|Diskussion]]) rückgängig gemacht und letzte Version von [[User:Morten Haan|Morten Haan]] wiederhergestellt",115829,"Yeti"
583199,"Ssuag",64453063,67336172,"http://de.wikipedia.org/w/index.php?diff=67336172&oldid=64453063","regular",4,4,"2009-11-27T15:56:16Z","/* Anlage */",3351884,"Burgruine Sommerau"
583220,"Update",67362790,67363187,"http://de.wikipedia.org/w/index.php?diff=67363187&oldid=67362790","regular",4,4,"2009-11-28T12:04:42Z","/* Politik */",272222,"Dierdorf"
583221,"Sambalolec",67370791,67370917,"http://de.wikipedia.org/w/index.php?diff=67370917&oldid=67370791","regular",3,4,"2009-11-28T15:34:15Z","Änderungen von [[Special:Contributions/Sarkana|Sarkana]] ([[User talk:Sarkana|Diskussion]]) rückgängig gemacht und letzte Version von [[User:Sambalolec|Sambalolec]] wiederhergestellt",288305,"Der Landser"
583223,"Svíčková",66849014,67571556,"http://de.wikipedia.org/w/index.php?diff=67571556&oldid=66849014","regular",4,4,"2009-12-03T17:18:37Z","Revert: Bitte inhaltliche Änderungen mit Fundstellen/Belegen/Quellen begründen (siehe auch [[WP:BLG]]) und künftig den Hinweis [[WP:ZQ|Zusammenfassung und Quellen]] nutzen.",1644919,"Howard Lederer"
583224,"Inkowik",67605402,67605405,"http://de.wikipedia.org/w/index.php?diff=67605405&oldid=67605402","regular",4,4,"2009-12-04T15:18:18Z","Änderungen von [[Special:Beiträge/92.76.121.26|92.76.121.26]] rückgängig gemacht und letzte Version von Numbo3-bot wiederhergestellt: keine Verbesserung des Artikels",91812,"Brandklasse"
583225,"Kürschner",67200917,67206046,"http://de.wikipedia.org/w/index.php?diff=67206046&oldid=67200917","regular",4,4,"2009-11-24T12:23:35Z","Änderung 67200917 von [[Special:Contributions/79.199.241.167|79.199.241.167]] wurde rückgängig gemacht. Baue scheint mir der richtige Fachterminus, ansonsten bitte begründen",81114,"Polarfuchs"
583227,"Rita2008",66551034,67014106,"http://de.wikipedia.org/w/index.php?diff=67014106&oldid=66551034","regular",4,4,"2009-11-19T16:18:12Z","/* Das Verbrechen */",590314,"Bullenhuser Damm"
583228,"YMS",61547021,67488701,"http://de.wikipedia.org/w/index.php?diff=67488701&oldid=61547021","regular",4,4,"2009-12-01T14:58:12Z","+Bild",1002015,"John L. Hennessy"
583229,"Jafeluv",66864112,67430056,"http://de.wikipedia.org/w/index.php?diff=67430056&oldid=66864112","regular",4,4,"2009-11-30T00:35:34Z","[[Saint Louis Blues]] → [[St. Louis Blues (Lied)]]",257426,"Liste von Jazzstandards und -kompositionen"
583261,"77.186.104.151",67069568,67069589,"http://de.wikipedia.org/w/index.php?diff=67069589&oldid=67069568","regular",3,4,"2009-11-21T04:21:00Z",,4896676,"Jade Villalon"
583262,"Eynre",67432159,67432196,"http://de.wikipedia.org/w/index.php?diff=67432196&oldid=67432159","regular",4,4,"2009-11-30T04:20:48Z","Änderungen von [[Special:Contributions/84.119.93.231|84.119.93.231]] ([[User talk:84.119.93.231|Diskussion]]) rückgängig gemacht und letzte Version von [[User:Idioma-bot|Idioma-bot]] wiederhergestellt",78580,"Schicksal"
583263,"Gregor Bert",67243927,67244093,"http://de.wikipedia.org/w/index.php?diff=67244093&oldid=67243927","regular",4,4,"2009-11-25T10:55:02Z","-qs",4905731,"Eunuch der Kandake"
583264,"Laza",66668208,67648463,"http://de.wikipedia.org/w/index.php?diff=67648463&oldid=66668208","regular",4,4,"2009-12-05T19:08:38Z","/* Entwicklungsgeschichte */",575455,"The Battle for Wesnoth"
583265,"Bündelfunker",67089812,67538440,"http://de.wikipedia.org/w/index.php?diff=67538440&oldid=67089812","regular",4,4,"2009-12-02T20:15:02Z","/* Titelkatalog */",3663549,"DEFA-Heimfilm"
583266,"TeesJ",67660715,67661440,"http://de.wikipedia.org/w/index.php?diff=67661440&oldid=67660715","regular",4,4,"2009-12-06T05:58:49Z","http://www.bbaw.de/bbaw/MitgliederderVorgaengerakademien/AltmitgliedDetails?altmitglied_id=1369",2183571,"Kerstan"
583268,"88.74.201.53",67398269,67398292,"http://de.wikipedia.org/w/index.php?diff=67398292&oldid=67398269","regular",3,4,"2009-11-29T11:01:47Z","/* Als Regisseur */",4569006,"André Böhm"
583269,"95.222.52.24",62358241,67136530,"http://de.wikipedia.org/w/index.php?diff=67136530&oldid=62358241","vandalism",3,4,"2009-11-22T19:07:41Z","/* Karriere */",3952061,"Michael Kupfer"
583290,"217.235.228.228",65546508,67269007,"http://de.wikipedia.org/w/index.php?diff=67269007&oldid=65546508","regular",4,4,"2009-11-25T21:15:53Z",,3043163,"Albertus-Magnus-Gymnasium Viersen-Dülken"
583291,"92.228.19.224",64392643,67486613,"http://de.wikipedia.org/w/index.php?diff=67486613&oldid=64392643","regular",4,4,"2009-12-01T14:04:01Z",,1410933,"Graeme Obree"
583292,"Avoided",67289568,67289601,"http://de.wikipedia.org/w/index.php?diff=67289601&oldid=67289568","regular",4,4,"2009-11-26T13:36:11Z","Änderungen von [[Special:Contributions/92.228.23.45|92.228.23.45]] ([[User talk:92.228.23.45|Diskussion]]) rückgängig gemacht und letzte Version von [[User:94.134.27.213|94.134.27.213]] wiederhergestellt",50491,"Cats"
583294,"80.134.152.6",67540714,67540780,"http://de.wikipedia.org/w/index.php?diff=67540780&oldid=67540714","vandalism",3,5,"2009-12-02T21:22:05Z","/* Heimatflughafen */",74063,"Antonow An-225"
583295,"87.245.50.212",63012857,67351798,"http://de.wikipedia.org/w/index.php?diff=67351798&oldid=63012857","vandalism",3,5,"2009-11-28T00:21:08Z",,4451284,"51 Andromedae"
583297,"Nicowa",66611630,67376007,"http://de.wikipedia.org/w/index.php?diff=67376007&oldid=66611630","regular",4,4,"2009-11-28T17:36:09Z",,989409,"Shaun Wright-Phillips"
583298,"UW",67307844,67426214,"http://de.wikipedia.org/w/index.php?diff=67426214&oldid=67307844","regular",4,4,"2009-11-29T22:00:58Z","/* Auszeichnungen und Würdigung */ Wikilinks",2555173,"Hersch Lauterpacht"
583299,"Roland.h.bueb",67300522,67306710,"http://de.wikipedia.org/w/index.php?diff=67306710&oldid=67300522","regular",4,4,"2009-11-26T20:44:10Z","/* Hintergründe einer eigenständigen badischen regionalen Identität */ Zitat Rolli",778,"Baden (Land)"
583320,"213.162.66.164",64769536,67651532,"http://de.wikipedia.org/w/index.php?diff=67651532&oldid=64769536","regular",4,4,"2009-12-05T20:48:15Z","/* Leben */",384033,"Dawid Fjodorowitsch Oistrach"
583321,"Mansoorius",67321445,67321590,"http://de.wikipedia.org/w/index.php?diff=67321590&oldid=67321445","regular",4,4,"2009-11-27T09:53:01Z","Änderung 67321445 von [[Special:Contributions/Gerhardvalentin|Gerhardvalentin]] wurde rückgängig gemacht.",2990601,"Orient (Begriffsklärung)"
583323,"79.214.123.38",67377194,67377536,"http://de.wikipedia.org/w/index.php?diff=67377536&oldid=67377194","regular",4,4,"2009-11-28T18:15:50Z","Änderung 67377194 von [[Special:Contributions/Meister-Lampe|Meister-Lampe]] wurde rückgängig gemacht. Quelle: http://www.uni-due.de/lyriktheorie/texte/1838_eichendorff.html; Kateg. hinzu",1055340,"Wünschelrute (Eichendorff)"
583324,"79.199.172.30",67527603,67588857,"http://de.wikipedia.org/w/index.php?diff=67588857&oldid=67527603","regular",4,4,"2009-12-04T05:29:56Z","Änderung 67527603 von [[Special:Contributions/Cosal|Cosal]] wurde rückgängig gemacht. Bild bitte durch besseres ersetzen, nicht wiederholt löschen!",493911,"Neuhof (bei Fulda)"
583325,"Ben Ben",67489305,67516894,"http://de.wikipedia.org/w/index.php?diff=67516894&oldid=67489305","regular",4,4,"2009-12-02T09:58:17Z","Ebenen korr.",3107699,"Schwedische Landesaufnahme von Vorpommern"
583326,"93.212.161.122",66728587,67359623,"http://de.wikipedia.org/w/index.php?diff=67359623&oldid=66728587","vandalism",4,4,"2009-11-28T10:10:41Z","/* Literatur Journalismus (siehe sonst Befragung) */",58341,"Interview"
583327,"80.152.216.80",67435287,67435315,"http://de.wikipedia.org/w/index.php?diff=67435315&oldid=67435287","regular",4,4,"2009-11-30T08:28:50Z","/* Einsatzzweck */",5115,"Telnet"
583328,"Ditschi",67281249,67351542,"http://de.wikipedia.org/w/index.php?diff=67351542&oldid=67281249","regular",4,4,"2009-11-28T00:05:20Z","+cat",772152,"Dataport"
583350,"Wikswat",64160816,67118273,"http://de.wikipedia.org/w/index.php?diff=67118273&oldid=64160816","regular",4,4,"2009-11-22T12:40:58Z","/* Geschichte */",806835,"Straußfurt"
583351,"F2hg.amsterdam",66657354,67400125,"http://de.wikipedia.org/w/index.php?diff=67400125&oldid=66657354","regular",4,4,"2009-11-29T11:48:07Z","wl + form",1311056,"Harry Wüstenhagen"
583352,"Stimulus",67121341,67136745,"http://de.wikipedia.org/w/index.php?diff=67136745&oldid=67121341","regular",4,4,"2009-11-22T19:12:48Z","/* Gerichtsurteil zu AWDs Unabhängigkeit */",836417,"AWD Holding"
583353,"Susan P",67407880,67413327,"http://de.wikipedia.org/w/index.php?diff=67413327&oldid=67407880","regular",4,4,"2009-11-29T16:43:29Z",,27858,"US-Dollar"
583354,"Otrfan",62320557,67688649,"http://de.wikipedia.org/w/index.php?diff=67688649&oldid=62320557","regular",4,4,"2009-12-06T20:11:03Z","iw",815874,"Captain Kangaroo"
583355,"Poke770",66969200,67591118,"http://de.wikipedia.org/w/index.php?diff=67591118&oldid=66969200","regular",4,4,"2009-12-04T08:15:16Z","/* Weblinks */",1598844,"Streaming Media"
583358,"Noebse",67546076,67553696,"http://de.wikipedia.org/w/index.php?diff=67553696&oldid=67546076","regular",4,4,"2009-12-03T09:51:55Z","/* HDCP bei HDTV-Fernsehsendern */ BKL aufgelöst",116495,"High-bandwidth Digital Content Protection"
583359,"Strelok",67361030,67361704,"http://de.wikipedia.org/w/index.php?diff=67361704&oldid=67361030","regular",4,4,"2009-11-28T11:16:31Z","/* Übersicht */",2304662,"Güterwagen der Austauschbauart"
583380,"Strahtw",67289047,67295070,"http://de.wikipedia.org/w/index.php?diff=67295070&oldid=67289047","regular",4,4,"2009-11-26T15:58:24Z",,4849381,"Team RadioShack"
583381,"Brezelsuppe",62344990,67272800,"http://de.wikipedia.org/w/index.php?diff=67272800&oldid=62344990","regular",4,4,"2009-11-25T22:56:40Z",,4334816,"Universitätsbibliothek Augsburg"
583382,"Pappenheim",67606332,67614190,"http://de.wikipedia.org/w/index.php?diff=67614190&oldid=67606332","regular",4,4,"2009-12-04T19:50:07Z","Einfügung Festzug 2009 - Höhepunkt des Andreas-Hofer-Gedenkjahres",11579,"Andreas Hofer"
583384,"Harry8",67627201,67627261,"http://de.wikipedia.org/w/index.php?diff=67627261&oldid=67627201","regular",4,4,"2009-12-05T09:08:54Z","/* Stadtbezirk Schildesche */ 2009",4846192,"Ergebnisse der Kommunalwahlen in Bielefeld"
583386,"Gbeckmann",62634351,67544920,"http://de.wikipedia.org/w/index.php?diff=67544920&oldid=62634351","regular",4,4,"2009-12-02T23:45:47Z","ueberarbeitet nach [[WP:BKL]] und [[WP:BKV]]",4562784,"Kabinett Held"
583387,"Ostseekind",67035520,67036437,"http://de.wikipedia.org/w/index.php?diff=67036437&oldid=67035520","regular",4,4,"2009-11-20T08:16:44Z",,4882422,"Steffen Graewer"
583388,"Florian Adler",63752521,67114554,"http://de.wikipedia.org/w/index.php?diff=67114554&oldid=63752521","regular",4,4,"2009-11-22T11:25:38Z","linkfix/typo, Replaced: [[New Mexiko]] → [[New Mexico]], mit [[Project:AutoWikiBrowser|AWB]]",140625,"Hale-Bopp"
583389,"Mb170987",67688771,67688853,"http://de.wikipedia.org/w/index.php?diff=67688853&oldid=67688771","regular",4,4,"2009-12-06T20:18:38Z",,539828,"Magdeburg Hauptbahnhof"
583410,"Arcy",67064982,67065023,"http://de.wikipedia.org/w/index.php?diff=67065023&oldid=67064982","regular",4,4,"2009-11-20T22:40:04Z","/* Geschichte */ ursprungslogo in Abschnittseinleitung",5386785,"Die Linke"
583411,"93.134.74.233",67216048,67216092,"http://de.wikipedia.org/w/index.php?diff=67216092&oldid=67216048","regular",4,4,"2009-11-24T16:10:13Z",,4894887,"Onde"
583414,"89.247.113.245",56566894,67692807,"http://de.wikipedia.org/w/index.php?diff=67692807&oldid=56566894","regular",4,4,"2009-12-06T21:43:46Z",,1304336,"Marc Samwer"
583415,"Athenchen",59930419,67516317,"http://de.wikipedia.org/w/index.php?diff=67516317&oldid=59930419","regular",4,4,"2009-12-02T09:39:55Z","kat geändert",2903333,"Pieter Coutereel"
583416,"Antonsusi",66430956,67618215,"http://de.wikipedia.org/w/index.php?diff=67618215&oldid=66430956","regular",4,4,"2009-12-04T21:47:15Z",,387519,"(138) Tolosa"
583417,"HaSee",66698341,67241047,"http://de.wikipedia.org/w/index.php?diff=67241047&oldid=66698341","regular",4,4,"2009-11-25T09:33:08Z","Link auf BKL ersetzt",80618,"Geodäte"
583418,"213.47.94.80",61942469,67291352,"http://de.wikipedia.org/w/index.php?diff=67291352&oldid=61942469","regular",3,4,"2009-11-26T14:21:59Z","/* Leben */",114759,"Leopold Figl"
583419,"Bezur",67567416,67567721,"http://de.wikipedia.org/w/index.php?diff=67567721&oldid=67567416","regular",4,4,"2009-12-03T15:42:58Z","WP:VL#Gut zielen",4866943,"Luftangriff bei Kunduz"
583440,"92.229.236.20",66391643,67041630,"http://de.wikipedia.org/w/index.php?diff=67041630&oldid=66391643","regular",4,4,"2009-11-20T11:06:16Z","/* Bilaterale Vereinbarungen */ Abkürzung EuGH",4589761,"Open-Skies-Abkommen"
583441,"Darev",67128066,67138547,"http://de.wikipedia.org/w/index.php?diff=67138547&oldid=67128066","regular",4,4,"2009-11-22T19:56:24Z","Typos",12061,"Depression"
583443,"JWBE",65945286,67616515,"http://de.wikipedia.org/w/index.php?diff=67616515&oldid=65945286","regular",4,4,"2009-12-04T20:57:42Z",,15810,"Biskupin"
583444,"Schreiben",65549644,67133882,"http://de.wikipedia.org/w/index.php?diff=67133882&oldid=65549644","regular",4,4,"2009-11-22T18:11:00Z","/* Geschichte */ siehe: Jens Christian Wagner: Außenlager Rottleberode, in: Wolfgang Benz, Barbara Distel (Hrsg.): Der Ort des Terrors, 2008, S. 330f.",752030,"Rottleberode"
583445,"Budelmütze",67205844,67339541,"http://de.wikipedia.org/w/index.php?diff=67339541&oldid=67205844","regular",4,4,"2009-11-27T17:30:07Z",,1901761,"Heinrich von Srbik"
583446,"Graphikus",30708027,67337541,"http://de.wikipedia.org/w/index.php?diff=67337541&oldid=30708027","regular",4,4,"2009-11-27T16:34:31Z","pd ergzt",2457275,"Christian Noyer"
583448,"79.192.229.188",67148195,67220302,"http://de.wikipedia.org/w/index.php?diff=67220302&oldid=67148195","regular",4,4,"2009-11-24T17:45:53Z","/* Bauten (Auswahl) */",1719903,"Philipp Schaefer (Architekt)"
583449,"Hullu poro",67242954,67294450,"http://de.wikipedia.org/w/index.php?diff=67294450&oldid=67242954","regular",4,4,"2009-11-26T15:41:27Z","/* Die letzten Jahre vor der Fusion (1963 bis 1999) */",1386117,"VfB Fichte Bielefeld"
583480,"Dreaven3",66829301,67565970,"http://de.wikipedia.org/w/index.php?diff=67565970&oldid=66829301","regular",4,4,"2009-12-03T15:00:47Z","/* Deutschland */",4100204,"Tunesische Fußballnationalmannschaft der Frauen"
583481,"Sven-121",63887925,67677798,"http://de.wikipedia.org/w/index.php?diff=67677798&oldid=63887925","regular",4,4,"2009-12-06T15:44:20Z","Höhe hinzugefügt",3387877,"Burgruine Kürnberg"
583482,"Robert Weemeyer",60527139,67162592,"http://de.wikipedia.org/w/index.php?diff=67162592&oldid=60527139","regular",4,4,"2009-11-23T12:42:11Z",,4468695,"Ramal do Sumidouro"
583483,"Olaf Studt",67109762,67110080,"http://de.wikipedia.org/w/index.php?diff=67110080&oldid=67109762","regular",4,4,"2009-11-22T09:08:59Z","eher Schnaupe als Tülle",4898872,"Schneppe"
583485,"84.158.40.235",67239681,67251721,"http://de.wikipedia.org/w/index.php?diff=67251721&oldid=67239681","regular",3,4,"2009-11-25T14:10:55Z",,4843819,"Kelly Kelly"
583487,"Peter200",67110100,67110198,"http://de.wikipedia.org/w/index.php?diff=67110198&oldid=67110100","regular",4,4,"2009-11-22T09:12:22Z","Wikilinks korrigiert",4898917,"Mason Raymond"
583488,"Sargoth",67639364,67642990,"http://de.wikipedia.org/w/index.php?diff=67642990&oldid=67639364","regular",4,4,"2009-12-05T16:29:50Z","+Personendaten",4927576,"Rea Brändle"
583489,"141.10.71.2",67085404,67151656,"http://de.wikipedia.org/w/index.php?diff=67151656&oldid=67085404","vandalism",3,5,"2009-11-23T07:14:41Z",,841192,"Kavalierperspektive"
583510,"Uoeia",67394195,67394276,"http://de.wikipedia.org/w/index.php?diff=67394276&oldid=67394195","regular",4,4,"2009-11-29T08:16:56Z",,3163012,"Liste altsprachlicher Gymnasien"
583511,"Asdfj",67148536,67153472,"http://de.wikipedia.org/w/index.php?diff=67153472&oldid=67148536","regular",4,4,"2009-11-23T08:31:33Z","/* Strafverfolgung durch Militärgerichtsbarkeiten */ Anklage wo, nicht von wem",1890631,"Verbrechen der Roten Armee im Zweiten Weltkrieg"
583512,"Mehlauge",67540721,67606001,"http://de.wikipedia.org/w/index.php?diff=67606001&oldid=67540721","regular",4,4,"2009-12-04T15:36:03Z","/* Weblinks */",4764385,"Hermann Arthur Thost"
583515,"0g1o2i3k4e5n6",67219573,67321102,"http://de.wikipedia.org/w/index.php?diff=67321102&oldid=67219573","regular",4,4,"2009-11-27T09:39:26Z","/* Kritik, wissenschaftliche Basis */ +nussbaum",1025286,"Pathozentrismus"
583516,"Carschten",67532301,67563346,"http://de.wikipedia.org/w/index.php?diff=67563346&oldid=67532301","regular",4,4,"2009-12-03T13:48:01Z","/* Weblinks */ -kat, da unterkategorien vorhanden",4893510,"Jürgen Moser (Musiker)"
583517,"El Duende",67567937,67569821,"http://de.wikipedia.org/w/index.php?diff=67569821&oldid=67567937","regular",4,4,"2009-12-03T16:33:20Z","Akualisierung auf Post-Lissabon-Stand",46581,"Europäischer Rat"
