"editid","editor","oldrevisionid","newrevisionid","diffurl","class","annotators","totalannotators","edittime","editcomment","articleid","articletitle"
617920,"AldanaN",41732425,41732833,"http://es.wikipedia.org/w/index.php?diff=41732833&oldid=41732425","vandalism",1,1,"2010-11-12T15:22:32Z","Revertidos los cambios de [[Special:Contributions/200.110.68.228|200.110.68.228]] ([[User talk:200.110.68.228|disc.]]) a la última edición de Lafinefleur",351737,"Guerra del Cenepa"
617921,"Gija",41637495,41732904,"http://es.wikipedia.org/w/index.php?diff=41732904&oldid=41637495","regular",1,1,"2010-11-12T15:26:16Z",,944682,"Loja (Ecuador)"
617922,"Retama",42228552,42228604,"http://es.wikipedia.org/w/index.php?diff=42228604&oldid=42228552","regular",1,1,"2010-12-02T18:18:41Z","Revertidos los cambios de [[Special:Contributions/88.7.78.81|88.7.78.81]] ([[User talk:88.7.78.81|disc.]]) a la última edición de LMLM",1552967,"Capitalidad en España"
617923,"190.245.129.169",41900916,42205989,"http://es.wikipedia.org/w/index.php?diff=42205989&oldid=41900916","vandalism",1,1,"2010-12-01T19:13:14Z",,1059348,"Jonathan Maidana"
617924,"212.183.252.163",41527766,41804803,"http://es.wikipedia.org/w/index.php?diff=41804803&oldid=41527766","regular",1,1,"2010-11-15T17:04:31Z","/* Historia */",762580,"Garray"
617925,"OscarFercho",41639448,41805307,"http://es.wikipedia.org/w/index.php?diff=41805307&oldid=41639448","regular",1,1,"2010-11-15T17:31:17Z","Ajusto plantilla",621037,"Wonderland (álbum de Erasure)"
617926,"Sageo",42207717,42208659,"http://es.wikipedia.org/w/index.php?diff=42208659&oldid=42207717","regular",1,1,"2010-12-01T21:01:59Z",,4332004,"Filtración de documentos diplomáticos de los Estados Unidos"
617927,"190.97.40.226",42172142,42181531,"http://es.wikipedia.org/w/index.php?diff=42181531&oldid=42172142","vandalism",1,1,"2010-11-30T19:16:43Z",,176788,"Club de Gimnasia y Esgrima La Plata"
617928,"Ángel Luis Alfaro",42181336,42181421,"http://es.wikipedia.org/w/index.php?diff=42181421&oldid=42181336","regular",1,1,"2010-11-30T19:11:44Z","/* Uso y abreviaturas */",4330722,"Países menos desarrollados"
617929,"190.81.122.180",41759695,41824744,"http://es.wikipedia.org/w/index.php?diff=41824744&oldid=41759695","regular",1,1,"2010-11-16T14:20:15Z","/* Ecorregiones */",2152,"Geografía del Perú"
617930,"Flakinho",39958588,42226570,"http://es.wikipedia.org/w/index.php?diff=42226570&oldid=39958588","regular",1,1,"2010-12-02T16:56:30Z","Estado de conservación",3715877,"Crocidura tarfayensis"
617931,"80.24.12.47",41822980,41823040,"http://es.wikipedia.org/w/index.php?diff=41823040&oldid=41822980","vandalism",1,1,"2010-11-16T12:11:57Z","/* Enlaces externos */",4769,"Julio César"
617932,"158.227.207.205",41679111,41822039,"http://es.wikipedia.org/w/index.php?diff=41822039&oldid=41679111","regular",1,1,"2010-11-16T10:53:05Z",,274102,"Dani Sordo"
617933,"Apega71",42208314,42208332,"http://es.wikipedia.org/w/index.php?diff=42208332&oldid=42208314","regular",1,1,"2010-12-01T20:48:28Z",,4333519,"People Like Us"
617934,"Patriciosalinas",39972436,41802515,"http://es.wikipedia.org/w/index.php?diff=41802515&oldid=39972436","regular",1,1,"2010-11-15T15:18:40Z",,2333901,"Canal 9 de Bahía Blanca"
617935,"189.234.204.2",42046546,42224280,"http://es.wikipedia.org/w/index.php?diff=42224280&oldid=42046546","vandalism",1,1,"2010-12-02T15:00:33Z","/* Uso habitual */",2622281,"Monera"
617936,"Diegusjaimes",41929893,42176022,"http://es.wikipedia.org/w/index.php?diff=42176022&oldid=41929893","regular",1,1,"2010-11-30T15:13:45Z","[[:en:WP:CLEANER|WikiCleaner]] 0.99 - Corrigiendo error, ¡[[PR:CEM|Puedes ayudar]]! - [[Dublin]]",2912954,"Aga Khan III"
617937,"Mecamático",42209852,42209894,"http://es.wikipedia.org/w/index.php?diff=42209894&oldid=42209852","regular",1,1,"2010-12-01T21:54:57Z","Revertidos los cambios de [[Special:Contributions/83.63.250.103|83.63.250.103]] ([[User talk:83.63.250.103|disc.]]) a la última edición de 81.37.84.61",9770,"Windsurf"
617938,"Lopezpablo 87",42197432,42206280,"http://es.wikipedia.org/w/index.php?diff=42206280&oldid=42197432","regular",1,1,"2010-12-01T19:26:21Z",,4110691,"San Pablo (Nariño)"
617939,"81.172.25.238",42136473,42223186,"http://es.wikipedia.org/w/index.php?diff=42223186&oldid=42136473","regular",1,1,"2010-12-02T14:03:43Z",,4288834,"Michael (álbum)"
617940,"Matsukaze1982",41826450,41826647,"http://es.wikipedia.org/w/index.php?diff=41826647&oldid=41826450","regular",1,1,"2010-11-16T16:02:28Z","/* Véase también */",4308352,"Bavaria (Cerveza)"
617941,"Gallowolf",42177318,42177452,"http://es.wikipedia.org/w/index.php?diff=42177452&oldid=42177318","regular",1,1,"2010-11-30T16:24:21Z","/* Los papeles del Departamento de Estado (Cable Gate) */",1786960,"WikiLeaks"
617942,"Gallowolf",42197374,42197377,"http://es.wikipedia.org/w/index.php?diff=42197377&oldid=42197374","regular",1,1,"2010-12-01T12:36:53Z","/* Enlaces externos */",4332681,"John Graunt"
617943,"216.241.16.210",41823488,41823494,"http://es.wikipedia.org/w/index.php?diff=41823494&oldid=41823488","regular",1,1,"2010-11-16T12:48:06Z","/* Público */",4250245,"Ojos rojos (película)"
617944,"186.125.67.65",42226536,42226548,"http://es.wikipedia.org/w/index.php?diff=42226548&oldid=42226536","regular",1,1,"2010-12-02T16:55:49Z","/* Curiosidades */",2470363,"Sergio Berdichevsky"
617945,"Fitoschido",42175515,42175556,"http://es.wikipedia.org/w/index.php?diff=42175556&oldid=42175515","regular",1,1,"2010-11-30T15:01:33Z","/* Jaguares */",281611,"Saúl Hernández"
617946,"190.138.106.247",41634479,41799554,"http://es.wikipedia.org/w/index.php?diff=41799554&oldid=41634479","regular",1,1,"2010-11-15T12:00:19Z",,827491,"Quinesiología"
617947,"Whenoby",42115106,42155207,"http://es.wikipedia.org/w/index.php?diff=42155207&oldid=42115106","regular",1,1,"2010-11-29T17:52:36Z","/* Ratings de audiencia */",4218769,"Talento chileno"
617948,"Aioros1990",42179790,42179862,"http://es.wikipedia.org/w/index.php?diff=42179862&oldid=42179790","regular",1,1,"2010-11-30T18:11:18Z","/* Enlaces externos */",4331398,"To Be Free"
617949,"196.40.67.187",41631554,41732698,"http://es.wikipedia.org/w/index.php?diff=41732698&oldid=41631554","regular",1,1,"2010-11-12T15:15:02Z","/* Educación */",630434,"Heredia (Costa Rica)"
617950,"Rouxfederico",42154784,42225845,"http://es.wikipedia.org/w/index.php?diff=42225845&oldid=42154784","regular",1,1,"2010-12-02T16:20:38Z","Eliminé el texto {{ecuacion|<math> que había quedado de alguna edición en la que se eliminó una ecuación, pero no del todo.",302552,"Regresión lineal"
617951,"Gorospe",42223815,42223855,"http://es.wikipedia.org/w/index.php?diff=42223855&oldid=42223815","regular",1,1,"2010-12-02T14:40:17Z",,4298534,"Federación Internacional de Pelota Vasca"
617952,"Paloteswal",42208324,42208360,"http://es.wikipedia.org/w/index.php?diff=42208360&oldid=42208324","regular",1,1,"2010-12-01T20:49:56Z","/* Competiciones */",260881,"Caminata nórdica"
617953,"Echani",40697380,41822093,"http://es.wikipedia.org/w/index.php?diff=41822093&oldid=40697380","regular",1,1,"2010-11-16T10:58:26Z","ficha, otros usos, estilo",81441,"Provincia de Zaire"
617954,"Raul-Reus",41730881,41730894,"http://es.wikipedia.org/w/index.php?diff=41730894&oldid=41730881","regular",1,1,"2010-11-12T13:32:53Z","/* Trofeo Pichichi */",3388498,"Primera División de España 2010/11"
617955,"189.130.45.108",39976084,42207760,"http://es.wikipedia.org/w/index.php?diff=42207760&oldid=39976084","regular",1,1,"2010-12-01T20:23:52Z","/* Biografía */",1046115,"Martín Ricca"
617956,"Aritz2727",42154815,42223429,"http://es.wikipedia.org/w/index.php?diff=42223429&oldid=42154815","vandalism",1,1,"2010-12-02T14:18:29Z","/* Imagen y estilo */",3071932,"Kesha"
617957,"Thenuclear",41822159,41822295,"http://es.wikipedia.org/w/index.php?diff=41822295&oldid=41822159","regular",1,1,"2010-11-16T11:10:41Z",,375546,"Manuela Velasco"
617958,"79.109.64.246",40450681,42178419,"http://es.wikipedia.org/w/index.php?diff=42178419&oldid=40450681","vandalism",1,1,"2010-11-30T17:10:40Z","/* Patrimonio de la Humanidad */",176093,"Lonja de la Seda"
617959,"190.97.81.218",41820116,41823734,"http://es.wikipedia.org/w/index.php?diff=41823734&oldid=41820116","regular",1,1,"2010-11-16T13:08:27Z","/* Biografía */",4307925,"Catalina Robayo"
617960,"Cêsar",41165024,42226487,"http://es.wikipedia.org/w/index.php?diff=42226487&oldid=41165024","regular",1,1,"2010-12-02T16:53:00Z","Cambio cat.",1342006,"Nicolás Avellaneda y Tula"
617961,"Götz",42114541,42205828,"http://es.wikipedia.org/w/index.php?diff=42205828&oldid=42114541","regular",1,1,"2010-12-01T19:05:43Z","convenio según [[WP:T]]",3354,"Química"
617962,"Ccet",39865808,41729892,"http://es.wikipedia.org/w/index.php?diff=41729892&oldid=39865808","regular",1,1,"2010-11-12T12:37:10Z","/* Centro Cultural para el Desarrollo */",2373583,"Centro Cultural de España en Tegucigalpa"
617963,"189.130.244.148",42172475,42176818,"http://es.wikipedia.org/w/index.php?diff=42176818&oldid=42172475","regular",1,1,"2010-11-30T15:55:51Z","/* Etimología */",4660,"Reggae"
617964,"Savh",41733837,41733854,"http://es.wikipedia.org/w/index.php?diff=41733854&oldid=41733837","regular",1,1,"2010-11-12T16:08:49Z","Revertidos los cambios de [[Special:Contributions/193.144.52.244|193.144.52.244]] ([[User talk:193.144.52.244|disc.]]) a la última edición de Wouterhagens",3152884,"Panchés"
617965,"Andreateletrabajo",39829022,41822536,"http://es.wikipedia.org/w/index.php?diff=41822536&oldid=39829022","regular",1,1,"2010-11-16T11:29:00Z","EE",67487,"Punto quirúrgico"
617966,"Veltys",41816672,41824852,"http://es.wikipedia.org/w/index.php?diff=41824852&oldid=41816672","regular",1,1,"2010-11-16T14:28:00Z","Revertidos los cambios de [[User:Ejbogantes|Ejbogantes]] a la última edición de [[User:BuenaGente|BuenaGente]] usando [[w:es:User:Axxgreazz/Monobook-Suite|monobook-suite]]",2620,"Servidor"
617967,"85.85.178.92",40002213,42229777,"http://es.wikipedia.org/w/index.php?diff=42229777&oldid=40002213","regular",1,1,"2010-12-02T19:08:04Z",,705354,"Xabi Castillo"
617968,"95.16.137.5",42209597,42209629,"http://es.wikipedia.org/w/index.php?diff=42209629&oldid=42209597","regular",1,1,"2010-12-01T21:44:04Z","/* Domingo de Carnaval */",3191564,"Carnaval de La Bañeza"
617969,"83.33.68.119",42170837,42224807,"http://es.wikipedia.org/w/index.php?diff=42224807&oldid=42170837","regular",1,1,"2010-12-02T15:28:10Z","/* Inicios */",1411441,"Pedro Rodríguez Ledesma"
617970,"Hampcky",41827398,41827407,"http://es.wikipedia.org/w/index.php?diff=41827407&oldid=41827398","regular",1,1,"2010-11-16T16:42:44Z","/* Etapas */",1796069,"Giro de Italia 1954"
617971,"Jkbw",42178193,42178207,"http://es.wikipedia.org/w/index.php?diff=42178207&oldid=42178193","regular",1,1,"2010-11-30T17:00:23Z","Revertidos los cambios de [[Special:Contributions/189.144.36.88|189.144.36.88]] a la última edición de",86441,"Plusvalor"
617972,"201.230.17.207",42084209,42127283,"http://es.wikipedia.org/w/index.php?diff=42127283&oldid=42084209","vandalism",1,1,"2010-11-28T16:59:19Z","/* Actuación política */",2497230,"Fernando de Trazegnies Granda"
617973,"Petruss",42225115,42225136,"http://es.wikipedia.org/w/index.php?diff=42225136&oldid=42225115","regular",1,1,"2010-12-02T15:45:41Z","Revertidos los cambios de [[User:190.244.20.8|190.244.20.8]] a la última edición de [[User:Erfil|Erfil]] usando [[w:es:User:Axxgreazz/Monobook-Suite|monobook-suite]] (dede aportarse referencias)",417793,"Medicina ortomolecular"
617974,"95.16.137.5",42209230,42209336,"http://es.wikipedia.org/w/index.php?diff=42209336&oldid=42209230","regular",1,1,"2010-12-01T21:30:28Z","/* Actos previos */",3191564,"Carnaval de La Bañeza"
617975,"Kaornega",42093668,42206762,"http://es.wikipedia.org/w/index.php?diff=42206762&oldid=42093668","regular",1,1,"2010-12-01T19:46:01Z","/* Etimología */",53998,"Campania"
617976,"189.210.88.167",40695183,41824363,"http://es.wikipedia.org/w/index.php?diff=41824363&oldid=40695183","regular",1,1,"2010-11-16T13:55:19Z","/* Enlaces externos */",1511396,"Teléfono satelital"
617977,"189.130.137.7",38193627,42181755,"http://es.wikipedia.org/w/index.php?diff=42181755&oldid=38193627","regular",1,1,"2010-11-30T19:24:50Z",,225464,"FTP"
617978,"Erlandinho",42194602,42197292,"http://es.wikipedia.org/w/index.php?diff=42197292&oldid=42194602","regular",1,1,"2010-12-01T12:28:59Z",,452595,"Non Servium"
617979,"217.127.191.93",42153042,42153143,"http://es.wikipedia.org/w/index.php?diff=42153143&oldid=42153042","regular",1,1,"2010-11-29T16:10:46Z",,782325,"Lanzuela"
617980,"190.132.228.164",41933760,42220190,"http://es.wikipedia.org/w/index.php?diff=42220190&oldid=41933760","regular",1,1,"2010-12-02T10:53:00Z","/* América del Sur */",129727,"Aeropuerto Internacional de Carrasco"
617981,"Avogadro",41921545,42197783,"http://es.wikipedia.org/w/index.php?diff=42197783&oldid=41921545","vandalism",1,1,"2010-12-01T13:08:33Z",,2065010,"Ácido γ-hidroxibutírico"
617982,"Jaontiveros",41902925,42178345,"http://es.wikipedia.org/w/index.php?diff=42178345&oldid=41902925","regular",1,1,"2010-11-30T17:07:24Z","/* Variantes */ tipografía",63947,"Idioma zapoteco"
617983,"186.48.198.115",42057117,42223158,"http://es.wikipedia.org/w/index.php?diff=42223158&oldid=42057117","vandalism",1,1,"2010-12-02T14:02:13Z","/* Aglomerados de fibras orientadas */",2654056,"Madera"
617984,"78.105.62.169",42062627,42206286,"http://es.wikipedia.org/w/index.php?diff=42206286&oldid=42062627","regular",1,1,"2010-12-01T19:26:36Z","/* Carrera Política */",548018,"Robert Walpole"
617985,"190.134.158.75",41539062,42181785,"http://es.wikipedia.org/w/index.php?diff=42181785&oldid=41539062","regular",1,1,"2010-11-30T19:25:48Z","/* Referencias */",559264,"Hugo del Carril"
617986,"190.158.148.7",41732808,41733214,"http://es.wikipedia.org/w/index.php?diff=41733214&oldid=41732808","regular",1,1,"2010-11-12T15:41:00Z","/* Biografía */",1787100,"Wilmer Valderrama"
617987,"Petronas",41797750,41803777,"http://es.wikipedia.org/w/index.php?diff=41803777&oldid=41797750","vandalism",1,1,"2010-11-15T16:18:08Z","Revertidos los cambios de [[Special:Contributions/85.84.133.165|85.84.133.165]] ([[User talk:85.84.133.165|disc.]]) a la última edición de HermanHn",840123,"El Correo"
617988,"Fedarg",41803639,41803654,"http://es.wikipedia.org/w/index.php?diff=41803654&oldid=41803639","regular",1,1,"2010-11-15T16:12:05Z","/* Enlaces externos */",4306857,"Federico Fernández"
617989,"Yuma jlo",41826162,41826172,"http://es.wikipedia.org/w/index.php?diff=41826172&oldid=41826162","regular",1,1,"2010-11-16T15:40:31Z",,4293158,"Canal Hollywood +1"
617990,"88.16.114.82",42178037,42178061,"http://es.wikipedia.org/w/index.php?diff=42178061&oldid=42178037","regular",1,1,"2010-11-30T16:53:44Z","/* Colaboraciones */",401601,"La Excepción"
617991,"201.173.135.184",42182014,42182026,"http://es.wikipedia.org/w/index.php?diff=42182026&oldid=42182014","regular",1,1,"2010-11-30T19:33:03Z",,3219752,"Paulo Nagamura"
617992,"Whenoby",42206038,42206051,"http://es.wikipedia.org/w/index.php?diff=42206051&oldid=42206038","regular",1,1,"2010-12-01T19:16:34Z",,2101306,"Teletón 2010 (Chile)"
617993,"213.97.39.4",41589334,41824922,"http://es.wikipedia.org/w/index.php?diff=41824922&oldid=41589334","vandalism",1,1,"2010-11-16T14:32:09Z","/* Nombre */",58214,"Caché"
617994,"Jojagal",42205173,42208161,"http://es.wikipedia.org/w/index.php?diff=42208161&oldid=42205173","regular",1,1,"2010-12-01T20:40:46Z","/* Territorios, poblados y comarcas que fueron incorporados a la jurisdicción del Gobierno */",4248127,"Gobierno de Caráquez"
617995,"83.52.126.213",42174329,42179983,"http://es.wikipedia.org/w/index.php?diff=42179983&oldid=42174329","regular",1,1,"2010-11-30T18:16:03Z",,66053,"Francisco José II de Liechtenstein"
617996,"Diegusjaimes",42175718,42175847,"http://es.wikipedia.org/w/index.php?diff=42175847&oldid=42175718","regular",1,1,"2010-11-30T15:09:16Z","[[:en:WP:CLEANER|WikiCleaner]] 0.99 - Corrigiendo error, ¡[[PR:CEM|Puedes ayudar]]! - [[Africa]]",2375004,"Ratitae"
617997,"Petronas",41731578,41731584,"http://es.wikipedia.org/w/index.php?diff=41731584&oldid=41731578","regular",1,1,"2010-11-12T14:10:24Z",,4294964,"Protestas en el Sahara Occidental de 2010-2011"
617998,"Diegusjaimes",41803339,41803345,"http://es.wikipedia.org/w/index.php?diff=41803345&oldid=41803339","regular",1,1,"2010-11-15T15:57:47Z","Revertidos los cambios de [[Special:Contributions/200.116.138.184|200.116.138.184]] a la última edición de Allforrous",2818,"Taxonomía"
617999,"HenryContreras",41803178,41803201,"http://es.wikipedia.org/w/index.php?diff=41803201&oldid=41803178","regular",1,1,"2010-11-15T15:51:16Z",,335490,"Compañía Anónima Nacional Teléfonos de Venezuela"
618000,"186.42.12.221",42180906,42181193,"http://es.wikipedia.org/w/index.php?diff=42181193&oldid=42180906","regular",1,1,"2010-11-30T19:03:15Z",,2803859,"Club Deportivo Politécnico"
618001,"189.128.27.19",42129074,42176513,"http://es.wikipedia.org/w/index.php?diff=42176513&oldid=42129074","vandalism",1,1,"2010-11-30T15:39:57Z","/* Historia */",41160,"Notación científica"
618002,"189.143.193.130",41537785,41825411,"http://es.wikipedia.org/w/index.php?diff=41825411&oldid=41537785","regular",1,1,"2010-11-16T15:02:55Z","/* Denominaciones anteriores */",222707,"Secretaría de Salud (México)"
618003,"200.87.9.60",41823590,41823603,"http://es.wikipedia.org/w/index.php?diff=41823603&oldid=41823590","regular",1,1,"2010-11-16T12:58:13Z",,47925,"Selección de fútbol de España"
618004,"82.130.136.224",41705030,42181895,"http://es.wikipedia.org/w/index.php?diff=42181895&oldid=41705030","regular",1,1,"2010-11-30T19:29:07Z","/* Historia */",52139,"Islas de la Sociedad"
618005,"Jflemus",41730089,41730113,"http://es.wikipedia.org/w/index.php?diff=41730113&oldid=41730089","regular",1,1,"2010-11-12T12:50:14Z","/* La Semana Santa Actual: 1976-2010 */",4159122,"Semana Santa en Baeza"
618006,"200.42.170.110",41130041,42221512,"http://es.wikipedia.org/w/index.php?diff=42221512&oldid=41130041","regular",1,1,"2010-12-02T12:20:54Z",,4202746,"Sniper (película)"
618007,"201.223.156.224",41611813,41799623,"http://es.wikipedia.org/w/index.php?diff=41799623&oldid=41611813","vandalism",1,1,"2010-11-15T12:06:18Z","/* Enlaces externos */",2564,"Sainete"
618008,"200.117.201.129",42218160,42221555,"http://es.wikipedia.org/w/index.php?diff=42221555&oldid=42218160","regular",1,1,"2010-12-02T12:24:51Z","/* Mirtha Legrand en la cultura argentina */ Es periodista de espectáculoS",288702,"Mirtha Legrand"
618009,"201.127.250.161",42208453,42236352,"http://es.wikipedia.org/w/index.php?diff=42236352&oldid=42208453","vandalism",1,1,"2010-12-02T23:47:47Z",,1311349,"Derrame de petróleo"
618010,"Tuttifrutiss",42032714,42207567,"http://es.wikipedia.org/w/index.php?diff=42207567&oldid=42032714","regular",1,1,"2010-12-01T20:15:40Z","/* Enlaces externos */",4194832,"Tutti Márquez"
618011,"85.53.146.3",42205678,42207035,"http://es.wikipedia.org/w/index.php?diff=42207035&oldid=42205678","regular",1,1,"2010-12-01T19:55:37Z",,970650,"Casa de Sefarad"
618012,"Abece",27847416,42177114,"http://es.wikipedia.org/w/index.php?diff=42177114&oldid=27847416","regular",1,1,"2010-11-30T16:11:14Z","ortografía",150091,"CVCD"
618013,"Fertejol",41619830,41831227,"http://es.wikipedia.org/w/index.php?diff=41831227&oldid=41619830","regular",1,1,"2010-11-16T19:31:28Z","/* Esvanos famosos */",1855534,"Esvanos"
618014,"Miss Manzana",42175066,42176639,"http://es.wikipedia.org/w/index.php?diff=42176639&oldid=42175066","regular",1,1,"2010-11-30T15:46:25Z",,4286275,"Sanación pránica"
618015,"189.146.176.128",42161926,42206092,"http://es.wikipedia.org/w/index.php?diff=42206092&oldid=42161926","vandalism",1,1,"2010-12-01T19:18:29Z",,6440,"Renacimiento"
618016,"84.79.17.150",41797527,41804119,"http://es.wikipedia.org/w/index.php?diff=41804119&oldid=41797527","regular",1,1,"2010-11-15T16:33:58Z","/* Accesorios */",3695438,"Call of Duty: Black Ops"
618017,"Adrián Hermida",42218862,42224229,"http://es.wikipedia.org/w/index.php?diff=42224229&oldid=42218862","regular",1,1,"2010-12-02T14:58:24Z",,2322192,"7,62 × 25 mm Tokarev"
618018,"83.59.234.229",40186550,42151352,"http://es.wikipedia.org/w/index.php?diff=42151352&oldid=40186550","regular",1,1,"2010-11-29T14:32:25Z",,2634804,"Partido Popular Andaluz"
618019,"LAURIjaz96",38943481,41827191,"http://es.wikipedia.org/w/index.php?diff=41827191&oldid=38943481","regular",1,1,"2010-11-16T16:32:01Z","/* Controversia */",3787580,"Tell Me Your Wish (Genie)"
618020,"Marinna",41816232,41825818,"http://es.wikipedia.org/w/index.php?diff=41825818&oldid=41816232","regular",1,1,"2010-11-16T15:23:16Z",,302034,"Philip Morris"
618021,"190.212.204.122",42225014,42226263,"http://es.wikipedia.org/w/index.php?diff=42226263&oldid=42225014","regular",1,1,"2010-12-02T16:39:58Z","/* Rferencias */",4334741,"Carina Cruz"
618022,"190.179.36.214",38683875,42197107,"http://es.wikipedia.org/w/index.php?diff=42197107&oldid=38683875","regular",1,1,"2010-12-01T12:13:14Z","paisajes de la nueva roma",709773,"Nueva Roma"
618023,"85.152.20.9",41658790,41826876,"http://es.wikipedia.org/w/index.php?diff=41826876&oldid=41658790","regular",1,1,"2010-11-16T16:16:23Z","/* La crisis del divorcio */",89746,"Charles Stewart Parnell"
618024,"95.17.239.49",41744866,41804109,"http://es.wikipedia.org/w/index.php?diff=41804109&oldid=41744866","regular",1,1,"2010-11-15T16:33:34Z","http://buscon.rae.es/dpdI/apendices/apendice5.html",3763177,"Miss España en Certámenes de Belleza Internacionales"
618025,"Miguillen",42222891,42223368,"http://es.wikipedia.org/w/index.php?diff=42223368&oldid=42222891","regular",1,1,"2010-12-02T14:15:03Z","Revertidos los cambios de [[User:Imladris50|Imladris50]] a la última edición de [[User:Luis1970|Luis1970]] usando [[w:es:User:Axxgreazz/Monobook-Suite|monobook-suite]]",448334,"Órgiva"
618026,"190.227.50.171",42230603,42236261,"http://es.wikipedia.org/w/index.php?diff=42236261&oldid=42230603","regular",1,1,"2010-12-02T23:43:27Z","/* Fútbol */",229324,"Ciudad de Río Cuarto"
618027,"Savh",42230826,42230833,"http://es.wikipedia.org/w/index.php?diff=42230833&oldid=42230826","regular",1,1,"2010-12-02T19:48:48Z","Revertidos los cambios de [[Special:Contributions/80.174.57.148|80.174.57.148]] ([[User talk:80.174.57.148|disc.]]) a la última edición de Eduardosalg",4380,"26 de diciembre"
618028,"Gons",41831945,41832008,"http://es.wikipedia.org/w/index.php?diff=41832008&oldid=41831945","regular",1,1,"2010-11-16T20:01:20Z","/* 5to álbum (2009 - Presente) */ arreglillos",256909,"The Vines"
618029,"85.54.180.204",42002777,42178114,"http://es.wikipedia.org/w/index.php?diff=42178114&oldid=42002777","regular",1,1,"2010-11-30T16:55:59Z","/* Historia */",107274,"Scuderia Ferrari"
618030,"Alonso de Mendoza",41730215,41730228,"http://es.wikipedia.org/w/index.php?diff=41730228&oldid=41730215","regular",1,1,"2010-11-12T12:56:35Z",,453166,"Museo de Cáceres"
618031,"Sygma",41553040,41802864,"http://es.wikipedia.org/w/index.php?diff=41802864&oldid=41553040","regular",1,1,"2010-11-15T15:35:42Z","/* En lucha */",3177097,"Christopher Spradlin"
618032,"201.223.12.124",42179381,42179581,"http://es.wikipedia.org/w/index.php?diff=42179581&oldid=42179381","regular",1,1,"2010-11-30T17:58:54Z","/* Early national period (1783–1815) */",4315672,"Historia militar de los Estados Unidos"
618033,"186.104.140.221",42198305,42198318,"http://es.wikipedia.org/w/index.php?diff=42198318&oldid=42198305","regular",1,1,"2010-12-01T13:48:52Z","/* Himno Lastarrino */",1356845,"Liceo José Victorino Lastarria"
618034,"95.19.235.42",41446854,41831874,"http://es.wikipedia.org/w/index.php?diff=41831874&oldid=41446854","regular",1,1,"2010-11-16T19:56:49Z",,1600435,"Anselmo Alliegro y Milá"
618035,"88.13.150.9",40437572,41734319,"http://es.wikipedia.org/w/index.php?diff=41734319&oldid=40437572","regular",1,1,"2010-11-12T16:33:34Z","/* Enlaces externos */",82003,"Valle de Tena"
618036,"Gallowolf",41822570,41822585,"http://es.wikipedia.org/w/index.php?diff=41822585&oldid=41822570","regular",1,1,"2010-11-16T11:33:15Z",,4287275,"Julio Pérez Díaz"
618037,"213.96.155.168",41478068,41825105,"http://es.wikipedia.org/w/index.php?diff=41825105&oldid=41478068","regular",1,1,"2010-11-16T14:44:58Z","/* El Equipo A */",369280,"The A-Team"
618038,"Markoszarrate",42196698,42196817,"http://es.wikipedia.org/w/index.php?diff=42196817&oldid=42196698","regular",1,1,"2010-12-01T11:50:51Z","/* Resultados */ Corrigiendo cantidad de obstáculos realizados por Guilherme & Vinícius (no pueden hacer más de 6!)",4178966,"The Amazing Race en Discovery Channel 2"
618039,"189.178.146.55",41189044,41826200,"http://es.wikipedia.org/w/index.php?diff=41826200&oldid=41189044","regular",1,1,"2010-11-16T15:41:39Z",,2044905,"Aldo de Nigris"
618040,"190.232.234.199",42156148,42156155,"http://es.wikipedia.org/w/index.php?diff=42156155&oldid=42156148","regular",1,1,"2010-11-29T18:34:11Z","/* Etapas de Desarrollo */",862539,"Metropolitano (Lima)"
618041,"190.139.126.62",41506830,42178408,"http://es.wikipedia.org/w/index.php?diff=42178408&oldid=41506830","regular",1,1,"2010-11-30T17:10:12Z","/* Televisión */",765807,"Soledad Silveyra"
618042,"Diádoco",40324277,41823202,"http://es.wikipedia.org/w/index.php?diff=41823202&oldid=40324277","regular",1,1,"2010-11-16T12:26:09Z","de http://en.wikipedia.org/w/index.php?title=Welsh_rarebit&diff=397050744&oldid=253168061",2073143,"Welsh rarebit"
618043,"Zarateman",41679504,41730709,"http://es.wikipedia.org/w/index.php?diff=41730709&oldid=41679504","regular",1,1,"2010-11-12T13:21:36Z","/* Enlaces externos */",589873,"Trinidad Jiménez"
618044,"190.55.151.184",41733451,41733462,"http://es.wikipedia.org/w/index.php?diff=41733462&oldid=41733451","vandalism",1,1,"2010-11-12T15:52:46Z",,1513166,"Siete tratados"
618045,"Fadesga",41734537,41734579,"http://es.wikipedia.org/w/index.php?diff=41734579&oldid=41734537","regular",1,1,"2010-11-12T16:46:28Z","/* Biografía */",4302396,"Gustavo Escanlar"
618046,"Kaudo",41831410,41831422,"http://es.wikipedia.org/w/index.php?diff=41831422&oldid=41831410","regular",1,1,"2010-11-16T19:40:11Z",,1112792,"Solares"
618047,"88.3.144.76",42219427,42228420,"http://es.wikipedia.org/w/index.php?diff=42228420&oldid=42219427","regular",1,1,"2010-12-02T18:12:00Z","/* 1ª temporada */",2297525,"Águila Roja"
618048,"Jedav10",41460278,41805396,"http://es.wikipedia.org/w/index.php?diff=41805396&oldid=41460278","regular",1,1,"2010-11-15T17:34:32Z",,3955865,"Fable III"
